0.8025 0.007 1.274 0.8302 0.3135
0.8021 0.007 1.274 0.8302 0.3126
0.8021 0.007 1.274 0.8309 0.3126
0.8046 0.007 1.2752 0.8308 0.3167
0.8015 0.0069 1.2758 0.8304 0.3123
0.8044 0.007 1.2684 0.8313 0.313
0.8013 0.0069 1.2587 0.8313 0.3086
0.7982 0.0069 1.2505 0.8319 0.3065
0.7982 0.0069 1.2505 0.832 0.3065
0.7986 0.0069 1.2511 0.8316 0.3063
0.8029 0.0069 1.2554 0.8319 0.309
0.7977 0.0068 1.2463 0.8319 0.3069
0.7968 0.0067 1.2496 0.8319 0.3082
0.7971 0.0067 1.251 0.8314 0.3097
0.807 0.0069 1.2633 0.8317 0.3206
0.808 0.0069 1.2648 0.8317 0.3203
0.808 0.0069 1.2648 0.8308 0.3203
0.8036 0.0068 1.2622 0.8311 0.3152
0.8014 0.0068 1.2589 0.8309 0.3172
0.7993 0.0068 1.2626 0.8313 0.3196
0.8022 0.0068 1.2616 0.8314 0.3168
0.8028 0.0068 1.2561 0.8316 0.3126
0.8028 0.0068 1.2561 0.8316 0.3116
0.8031 0.0068 1.2557 0.8303 0.3116
0.8015 0.0068 1.2612 0.8306 0.3139
0.8073 0.0068 1.2625 0.83 0.3135
0.8123 0.0068 1.2741 0.8304 0.3176
0.8076 0.0067 1.2658 0.8312 0.3124
0.8136 0.0067 1.2679 0.8313 0.3141
0.8136 0.0067 1.2679 0.8313 0.3125
0.8136 0.0067 1.2667 0.8309 0.3125
0.8117 0.0067 1.2708 0.8312 0.3106
0.8077 0.0068 1.2659 0.8314 0.3116
0.8031 0.0068 1.2625 0.8306 0.3067
0.8058 0.0068 1.2675 0.832 0.3044
0.802 0.0067 1.2609 0.832 0.3019
0.802 0.0067 1.2609 0.832 0.3015
0.8013 0.0068 1.2605 0.832 0.3015
0.8035 0.0068 1.2569 0.8322 0.2979
0.799 0.0069 1.2583 0.8321 0.29
0.8107 0.0068 1.2623 0.8322 0.2983
0.8135 0.0068 1.2749 0.8301 0.306
0.8175 0.0068 1.2775 0.8305 0.3076
0.8175 0.0068 1.2775 0.8303 0.3075
0.818 0.0069 1.2783 0.8308 0.3078
0.8175 0.0068 1.2741 0.8306 0.3069
0.8213 0.0068 1.2746 0.8311 0.3032
0.8191 0.0068 1.2751 0.831 0.3038
0.8181 0.0068 1.2733 0.8312 0.3031
0.8208 0.0068 1.2766 0.8308 0.3073
0.8223 0.0068 1.2769 0.8312 0.3094
0.8223 0.0069 1.2797 0.8312 0.3094
0.8262 0.0069 1.2871 0.8308 0.3107
0.8261 0.0069 1.2873 0.8311 0.3106
0.8333 0.0069 1.2768 0.8314 0.3081
0.8333 0.0069 1.2768 0.8314 0.3089
0.8367 0.0069 1.2779 0.8313 0.3089
0.8378 0.007 1.2779 0.8318 0.3093
0.8421 0.0071 1.2749 0.832 0.3116
0.8448 0.0071 1.2763 0.8321 0.3129
0.8479 0.0071 1.2788 0.8321 0.3172
0.844 0.0071 1.2798 0.8321 0.3209
0.8424 0.0071 1.2798 0.8321 0.3179
0.845 0.0071 1.2818 0.8321 0.3166
0.8489 0.0072 1.2874 0.8321 0.3211
0.848 0.0072 1.2919 0.8322 0.3234
0.8597 0.0074 1.3052 1.0005 0.3261
0.8644 0.0073 1.309 1.0055 0.3293
0.8644 0.0073 1.309 1.004 0.3293
0.8644 0.0074 1.3086 1.004 0.3296
0.8615 0.0073 1.3014 0.9796 0.3246
0.8651 0.0073 1.3108 0.9892 0.3306
0.8606 0.0073 1.3038 0.9994 0.331
0.8797 0.0074 1.32 1.0102 0.3414
0.8921 0.0076 1.3372 1.013 0.3455
0.8967 0.0076 1.3461 1.013 0.3455
0.8967 0.0076 1.3461 1.0179 0.3471
0.8897 0.0075 1.342 0.986 0.344
0.8791 0.0075 1.3351 0.9738 0.3415
0.8866 0.0076 1.343 0.9789 0.344
0.8826 0.0075 1.3301 0.9561 0.3378
0.8857 0.0075 1.3345 0.962 0.3291
0.8836 0.0076 1.3335 0.962 0.3284
0.8836 0.0076 1.3335 0.9563 0.3284
0.8818 0.0075 1.3253 0.9501 0.3248
0.872 0.0074 1.3208 0.943 0.3224
0.882 0.0075 1.3393 0.9541 0.3215
0.8708 0.0074 1.3357 0.9451 0.3171
0.8836 0.0074 1.3468 0.9536 0.3181
0.8836 0.0074 1.3467 0.9547 0.3182
0.8839 0.0074 1.3467 0.9547 0.3182
0.8826 0.0075 1.343 0.9544 0.3171
0.8833 0.0074 1.3478 0.9527 0.3115
0.8824 0.0073 1.3447 0.9501 0.3082
0.8766 0.0074 1.3488 0.9419 0.3107
0.8784 0.0074 1.3528 0.9423 0.3099
0.8784 0.0074 1.3528 0.9423 0.309
0.877 0.0074 1.3517 0.941 0.309
0.8811 0.0074 1.3532 0.9451 0.3112
0.8761 0.0073 1.3446 0.935 0.3094
0.8768 0.0074 1.3537 0.9307 0.3096
0.8796 0.0074 1.3563 0.9261 0.3079
0.8785 0.0074 1.3524 0.9364 0.3053
0.8783 0.0074 1.3521 0.934 0.3053
0.8818 0.0074 1.3631 0.9282 0.306
0.8815 0.0074 1.3622 0.9269 0.311
0.8797 0.0074 1.3662 0.9275 0.308
0.893 0.0075 1.3761 0.9374 0.3067
0.8927 0.0075 1.3788 0.9367 0.3144
0.893 0.0075 1.3782 0.9362 0.3148
0.894 0.0075 1.3793 0.9371 0.3148
0.8942 0.0074 1.3736 0.9328 0.3101
0.8941 0.0075 1.3735 0.9301 0.3049
0.9022 0.0075 1.3773 0.9362 0.3011
0.9062 0.0076 1.3824 0.9305 0.3018
0.9225 0.0076 1.3854 0.9346 0.3008
0.9225 0.0076 1.3894 0.9353 0.3012
0.9226 0.0076 1.3894 0.9353 0.3012
0.9216 0.0076 1.3935 0.9342 0.2942
0.9355 0.0077 1.4097 0.9363 0.301
0.9475 0.0078 1.4157 0.9386 0.3023
0.9411 0.0078 1.4014 0.9377 0.2969
0.9518 0.0078 1.4033 0.9466 0.2926
0.9518 0.0078 1.4033 0.9454 0.2928
0.9523 0.0078 1.4048 0.9454 0.2928
0.9459 0.0078 1.4022 0.9385 0.291
0.9437 0.0078 1.3918 0.9379 0.2901
0.9233 0.0077 1.3801 0.939 0.2868
0.9371 0.0078 1.3829 0.9469 0.2843
0.9244 0.0077 1.3819 0.9472 0.2869
0.9224 0.0077 1.3797 0.943 0.2852
0.9122 0.0076 1.3656 0.9451 0.2911
0.9162 0.0076 1.3599 0.955 0.2923
0.9118 0.0076 1.3572 0.9492 0.2857
0.9189 0.0077 1.3645 0.9538 0.288
0.9182 0.0077 1.3647 0.9533 0.2832
0.9183 0.0077 1.3681 0.955 0.2835
0.923 0.0077 1.3671 0.9542 0.2869
0.9309 0.0078 1.3805 0.9576 0.2911
0.9283 0.0078 1.3766 0.9604 0.2912
0.9192 0.0077 1.3637 0.9572 0.2937
0.9116 0.0077 1.3598 0.9562 0.2918
0.9085 0.0076 1.3558 0.9547 0.2912
0.9144 0.0076 1.3617 0.9545 0.2922
0.9236 0.0077 1.369 0.9563 0.2959
0.927 0.0077 1.3792 0.9589 0.3037
0.9375 0.0078 1.3794 0.9595 0.3064
0.9422 0.0078 1.3798 0.9629 0.3063
0.942 0.0078 1.3794 0.962 0.3054
0.9456 0.0079 1.3874 0.967 0.3025
0.9387 0.0079 1.3869 0.9648 0.3059
0.9364 0.0079 1.3887 0.97 0.3089
0.929 0.0078 1.3873 0.9714 0.3073
0.925 0.0078 1.384 0.9716 0.3039
0.9261 0.0078 1.3847 0.9718 0.3016
0.931 0.0078 1.3875 0.9736 0.3071
0.9311 0.0078 1.3899 0.9742 0.3067
0.9326 0.0078 1.4023 0.961 0.3099
0.9244 0.0077 1.3916 0.9669 0.3106
0.9193 0.0077 1.3964 0.9631 0.3112
0.9203 0.0077 1.3964 0.9644 0.311
0.9192 0.0077 1.3998 0.9619 0.3149
0.9108 0.0077 1.3972 0.9527 0.3103
0.8993 0.0076 1.3875 0.9565 0.3059
0.8914 0.0075 1.3686 0.9549 0.2953
0.8928 0.0074 1.3512 0.9571 0.2958
0.8937 0.0074 1.3545 0.9568 0.2962
0.897 0.0075 1.356 0.9597 0.2906
0.8943 0.0075 1.3568 0.9641 0.2909
