22.65 31.3 75.15 45.25 97.01 33.38 16 33.03 54.83 91.84 52.83 61.71 27.43 56.06 36.76 48.86 52.59 870 5920 1080 741.5 16.1532 35.235 39.1 0 20.425 21.495 63.3293 20.25 22.895
22.88 30.96 75.06 44.56 98.09 32.75 15.85 33.16 55.38 93.33 52.95 63.15 28.77 55.85 37.27 50.15 53.4 863 5880 1079 745.5 16.3258 35 38.915 0 20.5 21.45 63.4941 20.35 23.135
23 30.85 75.2 44.43 100.8 32.85 15.85 32.99 55.38 97.22 52.96 65.57 28.97 55.7 38.01 50.31 53.25 863 5880 1083 776 16.5625 35.065 38.75 0 20.365 21.12 63.7461 20.5 23.45
23.05 30.81 75.82 44.91 103.57 33.74 15.7 33.39 54.9 96.24 53.48 65.76 28.9 56.1 37.51 49.96 52.55 866 5890 1072 805.5 16.523 34.735 38.64 0 20.445 21 64.725 20.77 23.305
23 30.8 76.88 45.29 107.88 33.99 15.89 35.69 56.74 98.31 53.38 66.7 28.93 57.63 37.55 52.38 54.36 884 6060 1084 832 16.8287 34.93 38.9 0 20.68 21.03 64.9382 21.05 23.4
23.23 30.82 77.75 46.28 108.41 33.88 15.98 36.86 56.49 98.2 53.41 66.31 28.8 59.95 37.31 51.86 54.23 937 6130 1091 798 16.7646 34.64 38.54 0 20.57 21.23 65.1902 20.88 23.325
23.12 30.45 76.67 46.43 105.32 33.25 16 35.24 55.49 94.69 53.39 62.49 29.29 57.39 36.52 50.71 54.02 937 6130 1089 794.5 16.735 33.91 37.525 0 20.29 20.865 63.9787 20.53 23.25
23.22 30.69 76.86 47.06 105.26 33.42 16.15 35.41 55.33 94.92 53.72 62.54 29.23 58.29 36.49 51.02 54 912 6020 1087 791 16.8484 34.415 37.1 0 20.34 21.06 65.0061 20.43 23.46
22.98 31.15 77.18 46.39 106.01 33.51 16.21 34.97 54.16 93.19 53.85 60.84 29.12 58.35 36.69 50.55 53.15 923 6050 1097 822.5 17.021 34.55 37.25 0 20.595 21.35 65.1708 20.67 23.025
22.6 30.43 76.21 46.14 104.72 32.73 15.86 34.58 53.65 95.42 54.34 61.56 29.58 56.33 35.82 50.04 52.78 933 6140 1089 805 17.021 34.09 36.295 0 20.99 21.17 64.4827 20.61 23.2
22.5 30.8 76.81 46.92 104.99 33.29 16.75 34.54 53.16 100.6 54.5 63.04 29.41 57.66 35.87 50.51 53.05 921 6290 1089 804.5 17.021 34.195 37.2 0 21.14 21.48 64.7541 20.49 23.275
22.5 30.8 76.81 46.92 104.99 33.29 16.75 34.54 53.16 100.6 54.5 63.04 29.41 57.66 35.87 50.51 53.05 898 6210 1123 797 17.0654 34.595 37.315 0 21.3 21.14 65.4616 20.35 23.5
22.45 30.63 75.99 47.1 103.75 32.62 16.73 33.65 52.53 98.99 53.87 62.03 28.78 56.11 34.98 47.35 51.75 892 6220 1127 786.5 16.7843 34.155 36.87 0 21.29 20.7 63.9884 19.84 24.1
22.11 30.52 74.71 45.81 100.62 32.36 17.05 32.95 53.07 98.23 53.44 60.07 28.24 55.45 34.09 45.36 50.4 900 6230 1147 770 16.6907 33.595 35.67 0 21.64 20.75 62.6896 19.41 23.645
22.06 29.17 73.45 44.87 100.02 31.69 16.85 31.68 52.26 96.13 54.34 58.63 27.87 53.02 33.31 44.12 49.65 886 6180 1148 766 16.4441 33.085 35.565 0 21.44 20.335 62.4085 19.26 23.4
22.15 29.45 74.52 45.07 97.89 31.4 17.15 32.07 52.25 96.14 54.17 58.76 27.69 53.69 33.23 44.95 49.87 875 6220 1137 764.5 16.2419 33.145 34.765 0 21.8 21.365 62.8059 19.24 22.6
22.02 29.29 74.06 44.51 96.11 31.2 17.3 32.61 52.24 96.15 54.85 58.58 27.76 53.41 32.97 45.3 49.75 850 6140 1141 750 16.4145 33.715 35.03 0 21.885 22.03 65.8493 19.45 22.6
22.02 29.17 74.19 44.65 95.94 30.95 17.28 32.38 52.49 96.4 55.05 58.04 28.35 52.39 32.57 45.54 50.43 835 6230 1131 755 16.3603 33.66 34.025 0 20.945 22.325 59.3652 19.62 23.2
21.66 28.69 72.86 43.9 95.19 30.79 17.31 31.33 51.24 95.3 54.81 55.56 28.04 51.11 32.18 43.68 48.09 839 6200 1129 752.5 16.0694 33.44 33.375 0 20.49 21.805 63.3099 19.19 22.8
21.8 28.03 71.35 43.9 90.17 30.54 17.09 30.91 49.93 92.86 54.42 53.51 27.66 49.95 31.65 42.86 47.06 813 6070 1125 776 16.1926 33.815 34.85 9.476 20.895 21.9 62.9028 19.45 22.575
22.14 29.13 71.85 44.37 94.33 31.35 17.59 31.93 51.09 95.28 54.72 56.27 28.06 51.35 32.73 43.83 48.08 813 6110 1170 786 16.3554 34.495 34.265 9.81 20.865 22.26 63.1645 19.5 22.45
22.1 29.5 73.07 44.68 96.24 31.02 17.35 31.95 51.42 96.28 55.36 56.35 28.5 52.45 30.99 44.48 48.66 830 6080 1148 798 16.3997 34.445 35.14 9.97 21.47 22.245 64.0465 19.9 22.45
22.36 29.54 72.88 44.52 95.56 31.24 16.94 31.78 50.97 97.11 55.19 57.64 28.48 51.84 30.77 44.01 48.45 837 6190 1136 796.5 16.0743 34.46 35.265 10.05 21.6 22.305 63.591 19.82 23.13
21.75 29.07 70.77 43.16 92.17 30.49 16.53 30.22 49.62 93.57 52.41 54.01 28.39 49.87 29.52 42.33 46.83 822 6150 1124 776.5 15.7785 34 33.775 10.21 20.86 21.59 61.0322 19.28 22.5
21.68 29.17 71.01 43.37 92.11 30.32 16.45 30.44 49.98 94.22 52.72 55.18 28.44 49.82 29.8 42.92 47.1 802 6030 1122 760 15.7883 33.68 32.025 9.88 20.225 20.985 59.2779 18.79 22
21.61 29.2 70.15 43.52 91.51 30.3 16.42 30.44 49.16 92.32 52.01 54.54 28.36 48.96 29.12 42.51 46.31 791 5980 1127 745 15.596 33.69 32.215 9.66 20.515 21.08 60.2375 18.84 22.05
21.4 29.41 70.89 44.16 92.81 30.79 16.64 31.81 50.39 95.8 52.49 56.91 28.9 50.32 29.85 43.08 47.14 797 5870 1121 747 15.4974 33.275 32.985 9.87 20.86 21.05 61.701 18.94 22.6
21.57 29.25 70.98 43.78 92.31 30.36 16.5 31.72 50.84 97.29 52.33 57.42 28.93 50.05 29.46 43.08 46.99 801 5840 1128 745 15.6305 33.22 33.185 9.93 21.075 21.16 60.8965 18.82 22.5
21.82 29.36 71.9 41.33 94.26 30.7 16.71 33.46 51.39 100.12 52.62 58.42 28.99 52.32 29.62 45.06 48.58 795 5900 1123 750.5 15.7637 33.275 32.53 9.99 20.545 21.33 61.5362 18.82 22.45
22.16 29.98 71.93 41.79 94.36 31.13 16.85 33.79 51.39 100.5 52.34 58.83 29.09 53.11 29.2 44.9 48.48 795 5900 1132 739 15.7242 33.465 31.36 10.145 20.26 21.22 60.3247 19.17 22.005
22.12 30.25 73.5 42.38 96.32 31.65 16.93 34.49 52.05 103.57 52.6 60.38 28.97 53.78 30.19 46.11 49.89 791 5860 1136 735.5 15.7587 32.77 31.36 10.02 20.47 20.98 60.819 19.22 23.05
22.12 30.25 73.5 42.38 96.32 31.65 16.93 34.49 52.05 103.57 52.6 60.38 28.97 53.78 30.19 46.11 49.89 782 5900 1140 746 15.9609 32.675 32.385 9.955 20.9 21.09 61.2164 19.4 23.05
22.21 30.63 75.23 42.36 97.34 31.75 16.92 34.84 52.37 103.57 52.98 61.26 28.63 56.48 30.1 46.11 49.26 797 6090 1146 762.5 16.0102 32.945 33.44 10.09 21.785 21.88 62.331 19.77 23.05
22.51 30.98 75.49 42.72 98.57 31.93 16.84 34.59 52.82 102.01 53.01 60.56 28.81 57.26 30.42 46.4 50.25 811 5990 1138 771 16.094 32.695 34.03 10.37 22.405 22.22 63.1936 21.28 23.345
22.88 31.2 75.95 42.57 98.91 32.39 16.6 34.75 53.19 104.14 53.2 60.78 28.92 57.28 30.69 46.77 51.01 795 5910 1149 778 15.9757 33.01 33.92 10.48 22.59 22.07 63.1548 21.34 23.125
22.69 31.15 75.75 42.12 99.09 32.63 16.62 34.71 53.3 103.65 52.86 60.68 28.95 56.7 30.31 46.82 51.14 808 6030 1154 790 15.9757 32.77 33.5 10.61 22.43 22.3 62.9222 21.59 22.58
22.45 30.85 74.64 41.58 96.74 32.19 16.5 33.71 52.53 101.93 52.73 58.88 29.13 56.09 29.2 46.82 50.68 813 5970 1148 775.5 15.813 32.75 33.355 10.48 22.27 21.77 61.8561 21.37 22.4
22.26 31.23 74.52 42.01 96.69 32.4 16.41 33.42 52.5 100.79 52.4 57.62 29.05 56.18 29.14 47.28 51.11 795 5940 1145 789.5 15.8919 30.975 33.105 10.29 22.605 21.7 62.2922 21.51 22.54
