timestamp,open,high,low,close,volume
2019-01-07,42.7100,44.2950,40.3400,43.8900,9303416
2018-12-31,43.4900,44.6950,39.9900,43.5100,63515793
2018-11-30,47.9600,54.0800,41.9500,42.1900,86902920
2018-10-31,54.7400,56.5100,43.3100,48.0300,82417535
2018-09-28,51.8700,55.4700,50.0600,54.4400,44121811
2018-08-31,44.1800,52.0350,43.7000,51.9500,61147817
2018-07-31,44.1300,45.5200,41.4900,44.4200,51936105
2018-06-29,41.4500,46.2000,40.2600,44.4000,62378371
2018-05-31,38.5200,42.5799,37.0200,41.1400,54871608
2018-04-30,37.6100,40.3500,35.7000,38.8000,48583190
2018-03-29,41.3800,45.0000,36.3700,37.7300,82517653
2018-02-28,42.1800,44.4800,35.9000,41.2400,60823822
2018-01-31,42.8600,43.9800,39.3500,42.4400,60653285
2017-12-29,37.5900,43.4200,36.5100,42.5400,64365932
2017-11-30,38.2500,39.3200,33.5000,37.4700,71466002
2017-10-31,35.1100,38.1000,33.9300,37.9800,76602380
2017-09-29,28.9900,36.5100,28.8900,35.1600,89845755
2017-08-31,30.8600,32.5900,27.7700,28.9900,91484892
2017-07-31,28.2000,31.3150,27.2700,29.3500,95458833
2017-06-30,26.9000,28.5000,25.6500,27.9600,86084490
2017-05-31,26.8800,29.3300,25.0400,26.9000,104207039
2017-04-28,29.4200,30.0699,25.8200,26.7400,73506629
2017-03-31,31.9900,32.3000,28.3500,29.3500,119309781
2017-02-28,35.3400,37.1000,30.5800,31.4200,103869886
2017-01-31,32.0200,37.1700,31.6600,35.2900,113848457
2016-12-30,29.0900,32.6100,27.7500,31.4800,113271896
2016-11-30,24.1500,30.2400,22.1800,28.9400,148542104
2016-10-31,24.2700,26.2100,22.0000,24.0100,104682086
2016-09-30,26.1100,26.4700,22.2000,24.3500,105523902
2016-08-31,24.4600,26.7500,20.7700,26.0000,166073406
2016-07-29,23.9200,28.3200,22.7500,24.6800,86189613
2016-06-30,27.3300,32.4200,23.1500,24.1000,117154483
2016-05-31,33.1600,33.4800,27.0000,27.6600,109079234
2016-04-29,30.8700,35.8400,28.7000,33.0700,77946888
2016-03-31,37.0000,37.7200,30.7700,31.3400,84523868
2016-02-29,29.9100,37.1400,26.2900,36.4600,100589989
2016-01-29,40.0600,40.9500,26.1000,30.0000,89258140
2015-12-31,46.4500,46.7500,39.6400,40.8100,52796088
2015-11-30,51.0100,53.1300,43.5700,46.1400,65730521
2015-10-30,44.9700,54.2700,43.8500,50.7700,56325970
2015-09-30,55.9000,58.9000,43.8800,44.9000,54716639
2015-08-31,59.0000,67.1600,52.5000,57.3800,63444177
2015-07-31,64.3200,70.3200,58.2100,59.2000,52526721
2015-06-30,316.7300,323.9799,62.5000,64.2800,30829266
2015-05-29,289.8100,323.1900,287.6650,315.8800,14740808
2015-04-30,284.6900,297.1200,278.0000,287.4700,12645398
2015-03-31,305.6500,313.6200,282.7400,283.6800,14939135
2015-02-27,307.4300,314.4320,291.2600,306.2300,12160925
2015-01-30,274.2300,310.6150,272.9900,305.3800,15763489
2014-12-31,267.7200,279.4000,244.8100,272.5400,14729250
2014-11-28,261.2500,280.2800,241.0300,268.1500,14975809
2014-10-31,279.1600,290.2900,239.4600,260.0000,22714548
2014-09-30,258.9800,280.3400,248.2100,279.2200,17862351
2014-08-29,250.0000,261.1000,240.6700,257.6700,12714884
2014-07-31,242.2800,257.2900,238.5500,250.3400,10644970
2014-06-30,243.3200,247.6300,233.3801,240.5300,12616500
2014-05-30,244.7400,250.5500,234.0000,243.3100,17081000
2014-04-30,261.6000,266.9400,232.3950,245.1700,15877800
2014-03-31,253.0100,267.7600,249.9200,260.6400,19612700
2014-02-28,231.3400,251.3000,220.1200,250.9000,22803400
2014-01-31,233.0300,249.1000,225.6000,230.8600,17339100
