timestamp,open,high,low,close,volume
2019-01-04,3.3200,3.4100,3.2000,3.4000,697000
2019-01-03,3.1900,3.3300,3.1700,3.2000,1212000
2019-01-02,3.2500,3.3300,3.2000,3.2000,1321000
2018-12-31,3.2600,3.2600,3.2600,3.2600,0
2018-12-28,3.3800,3.4500,3.2600,3.2600,1494000
2018-12-27,3.4500,3.4900,3.3900,3.4000,471000
2018-12-26,3.5000,3.5000,3.4000,3.4500,700000
2018-12-24,3.5000,3.5000,3.5000,3.5000,0
2018-12-21,3.5500,3.6200,3.4000,3.5000,1473000
2018-12-20,3.3800,3.8300,3.3500,3.5500,129125000
2018-12-19,3.3900,3.4700,3.3800,3.3800,293000
2018-12-18,3.4000,3.4600,3.4000,3.4600,288000
2018-12-17,3.3800,3.4500,3.3700,3.4100,126000
2018-12-14,3.4800,3.4800,3.3500,3.4000,694000
2018-12-13,3.3400,3.5100,3.3400,3.3800,243000
2018-12-12,3.4100,3.4300,3.3000,3.3400,809000
2018-12-11,3.5500,3.6000,3.4100,3.4200,562000
2018-12-10,3.4800,3.6000,3.4200,3.5500,585000
2018-12-07,3.5000,3.5400,3.4900,3.4900,268000
2018-12-06,3.5300,3.5900,3.4200,3.5400,315000
2018-12-04,3.7900,3.9400,3.6200,3.6400,3178000
2018-12-03,3.2800,3.8000,3.2300,3.8000,2525000
2018-11-30,3.3000,3.3000,3.3000,3.3000,0
2018-11-29,3.1200,3.3900,3.1000,3.3000,17873000
2018-11-28,3.2300,3.2300,3.0200,3.1200,968000
2018-11-27,2.8400,3.4000,2.8400,3.1000,3074000
2018-11-26,2.7900,2.8200,2.7900,2.8200,317000
2018-11-23,2.8000,2.8000,2.7100,2.7900,183000
2018-11-21,2.7400,2.8800,2.7400,2.8300,1501000
2018-11-20,2.8500,2.8500,2.6900,2.8300,1228000
2018-11-19,2.7700,2.8900,2.7000,2.7800,250000
2018-11-16,2.6900,2.8800,2.5800,2.7800,740000
2018-11-15,2.7900,2.7900,2.5600,2.6100,776000
2018-11-14,2.4900,2.8100,2.4800,2.7400,969000
2018-11-13,2.8500,2.8500,2.4900,2.4900,2269000
2018-11-12,2.9400,2.9400,2.8300,2.8700,215000
2018-11-09,2.9100,3.0500,2.9000,2.9600,145000
2018-11-08,3.0700,3.0900,2.7700,2.9900,1458000
2018-11-07,3.3500,3.3500,3.0500,3.1100,1929000
2018-11-06,3.3600,3.4800,3.3300,3.4100,756000
