timestamp,open,high,low,close,volume
2019-01-07,56.7800,57.6100,56.1100,57.1200,5851617
2018-12-31,63.6100,63.9200,55.1100,57.0100,51183404
2018-11-30,65.1100,65.6600,60.8800,63.6500,72960679
2018-10-31,70.0700,72.9800,64.9500,65.4800,51959119
2018-09-28,71.8100,74.9800,69.5000,70.0200,29836596
2018-08-31,71.1300,74.3200,66.7900,71.7900,40055503
2018-07-31,69.5900,72.2600,68.7000,71.0300,40004391
2018-06-29,64.5000,70.3000,61.2900,69.8700,63598988
2018-05-31,58.8100,66.2700,56.4000,64.3900,71748614
2018-04-30,64.9700,65.5300,58.7100,58.9000,49626790
2018-03-29,66.8100,71.0800,62.9500,65.0100,65302397
2018-02-28,68.0000,70.2900,62.9600,66.2000,62508974
2018-01-31,68.0300,69.2100,64.6601,68.1100,62755383
2017-12-29,66.0200,68.7100,64.2100,67.9800,60275339
2017-11-30,62.6400,67.7400,60.1300,66.1600,78335061
2017-10-31,62.2200,63.9300,58.7600,62.5300,80761904
2017-09-29,65.4700,69.2200,62.1100,62.3700,60992269
2017-08-31,67.9600,71.6500,65.1600,65.4600,49233348
2017-07-31,69.5800,69.5800,65.3200,68.0000,44085852
2017-06-30,71.8900,74.2800,68.5600,69.4600,43659697
2017-05-31,71.0900,73.4314,68.6700,71.6000,58866040
2017-04-28,72.5900,73.3800,70.5700,71.0000,38357201
2017-03-31,74.0700,75.3100,72.2000,72.6100,54154929
2017-02-28,72.3100,76.6900,71.4500,74.0700,42028216
2017-01-31,73.7100,73.7300,71.0500,72.7100,32266593
2016-12-30,71.6100,74.4900,70.7350,73.7100,35635601
2016-11-30,75.6200,78.3700,71.8300,72.0000,35677386
2016-10-31,77.2100,77.4200,73.6600,75.1300,37094956
2016-09-30,81.8800,82.7800,76.9000,77.4700,34174747
2016-08-31,82.6200,84.2800,80.5700,82.2100,37469342
2016-07-29,81.4450,87.1600,80.6400,82.7100,65379795
2016-06-30,74.4000,82.5700,74.2600,81.6500,52639437
2016-05-31,77.0000,77.9400,73.7000,74.3700,46006621
2016-04-29,75.7100,78.1000,74.7200,76.8100,33781317
2016-03-31,74.5600,77.0500,73.1096,76.5500,38908467
2016-02-29,73.3200,76.2400,70.3300,74.0200,52618982
2016-01-29,71.5900,73.8900,68.7300,73.4400,36346926
2015-12-31,69.3900,73.6800,68.2000,72.2700,37201556
2015-11-30,70.7200,70.8600,64.6500,68.7700,46690201
2015-10-30,66.2600,72.3400,65.0300,70.5200,37716036
2015-09-30,65.3100,69.5900,65.0000,66.5500,39376246
2015-08-31,65.9300,69.8500,63.5200,66.2800,45142706
2015-07-31,62.7000,66.4600,61.9900,66.1700,24915370
2015-06-30,62.6000,63.8800,61.1300,62.7000,39016370
2015-05-29,63.4200,65.6400,62.2400,62.7700,33645105
2015-04-30,65.6900,67.0000,63.0300,63.3300,35791216
2015-03-31,64.3700,66.3800,61.5300,65.9500,56852414
2015-02-27,65.6500,67.3150,61.8200,64.4800,40398196
2015-01-30,65.6300,69.8850,64.1400,65.5800,40176290
2014-12-31,65.8500,67.4400,63.6700,65.4400,36398978
2014-11-28,63.6400,66.6400,63.1000,66.2500,32586701
2014-10-31,60.5000,64.7400,58.8300,63.9600,45166652
2014-09-30,64.9300,65.3800,60.5400,61.6000,34915076
2014-08-29,59.7400,65.3800,59.7300,64.9700,29782599
2014-07-31,65.4800,66.7300,59.7800,59.8300,39082900
2014-06-30,69.0000,69.5000,64.4650,65.7000,35244300
2014-05-30,66.9400,69.0000,64.8000,68.9800,41824500
2014-04-30,62.4700,67.4900,62.3100,66.8300,56827100
2014-03-31,60.3400,62.7500,60.1000,62.7100,35566100
2014-02-28,58.0100,61.2600,55.6900,60.6900,49117500
2014-01-31,60.9800,61.3600,57.5100,57.9800,37575800
2013-12-31,60.6400,62.3100,59.5800,61.0700,33262800
2013-11-29,63.1600,64.9200,60.5900,60.6400,44900300
2013-10-31,58.5200,64.4000,58.0100,63.2500,39749500
2013-09-30,61.2400,61.4300,58.5900,58.7300,36397700
2013-08-30,65.9400,66.2400,60.2800,60.7100,40678700
2013-07-31,64.0300,67.9840,64.0300,66.2400,28267800
2013-06-28,61.9700,65.1200,61.0250,64.2300,38140000
2013-05-31,64.8200,66.4800,62.0500,62.0500,43585900
2013-04-30,64.0900,66.8399,63.1900,65.0400,33411100
2013-03-28,60.3100,64.7500,60.0500,64.4300,29448600
2013-02-28,58.8500,60.7850,58.0000,60.5000,37571600
2013-01-31,56.3300,58.9000,56.0400,58.5000,27652900
2012-12-31,55.5700,57.2100,54.5300,55.8500,30155600
2012-11-30,52.7200,55.8810,52.1600,55.4600,51381200
2012-10-31,51.4900,53.0650,51.2700,52.3200,29081900
2012-09-28,50.8100,52.1500,49.9200,51.6600,35204600
2012-08-31,47.7700,51.9100,47.5100,50.6500,46108600
2012-07-31,49.1600,49.8900,46.3300,47.7000,43796300
2012-06-29,48.5000,49.7600,47.8800,49.3300,32166500
2012-05-31,50.5700,51.1600,48.7800,48.7800,41580900
2012-04-30,53.3500,54.2000,50.0500,50.5700,42227410
2012-03-30,52.4500,53.8600,51.6428,53.6300,32443200
2012-02-29,49.6000,53.4500,49.2700,52.3500,57833600
2012-01-31,50.9700,51.8500,49.0700,49.5200,40449000
2011-12-30,49.0300,50.9200,48.4700,50.5700,35510700
2011-11-30,53.6000,54.2500,48.1000,49.1600,64961100
2011-10-31,52.7300,55.3000,51.9400,54.2100,36376605
2011-09-30,54.2800,54.9400,51.6300,53.1900,41132200
2011-08-31,56.1600,56.1600,50.3800,54.3200,64473700
2011-07-29,55.0700,56.3900,54.3500,55.7800,36217800
2011-06-30,56.7500,56.8200,53.4500,55.3200,45220600
2011-05-31,57.1900,57.7000,55.8600,56.9900,42271500
2011-04-29,53.9800,57.4200,53.8000,57.2700,28555900
2011-03-31,53.5200,55.4100,52.7200,53.9800,46309100
2011-02-28,50.3200,54.7900,49.9900,53.5600,59501500
2011-01-31,51.2300,52.2000,50.0300,50.3000,45941800
2010-12-31,49.5200,51.6200,48.8500,51.0800,48544552
2010-11-30,50.3700,50.8000,48.5100,49.2300,76136200
2010-10-29,50.5400,51.1000,48.7200,50.2600,58553500
2010-09-30,50.2000,51.5199,49.4900,50.5100,39885700
2010-08-31,50.4700,51.8400,48.9700,49.6800,73767400
2010-07-30,50.2100,52.5800,47.2800,50.0500,62214200
2010-06-30,53.1200,55.2100,50.2100,50.3000,65259600
2010-05-28,55.1300,56.0000,52.4000,53.4300,58996900
2010-04-30,53.5300,55.4500,52.0300,54.9400,56974000
2010-03-31,52.3100,54.8000,52.0500,53.4300,50549000
2010-02-26,54.7900,55.4100,51.8200,52.1500,51563800
2010-01-29,53.3100,55.4500,52.5500,54.4200,43112100
2009-12-31,52.7000,54.1000,51.5500,53.2000,35576800
2009-11-30,51.5300,54.0000,50.8200,52.5800,34839123
2009-10-30,49.1000,52.5800,48.1500,51.5400,41736800
2009-09-30,46.9100,49.9000,46.4200,49.2300,37806700
2009-08-31,47.8000,47.8000,45.5800,47.0900,42965000
2009-07-31,46.9100,49.2200,46.4700,47.5000,51941000
2009-06-30,43.6300,46.9100,43.1700,46.5700,49052500
