timestamp,open,high,low,close,volume
2019-01-04,69.5300,73.5800,69.5300,73.3150,78840
2018-12-31,88.1500,88.1500,67.3400,70.4500,1278148
2018-11-30,78.8000,86.1200,76.6100,85.4800,625412
2018-10-31,85.4500,86.9500,76.5200,78.4250,657342
2018-09-28,76.1000,85.2100,74.2700,84.8300,440836
2018-08-31,83.6800,83.7400,73.0000,78.1400,501296
2018-07-31,78.0000,86.1100,77.8300,84.0950,2475618
2018-06-29,84.3300,86.7300,78.4500,78.5000,1328048
2018-05-31,85.5700,88.2600,82.0650,83.7450,399561
2018-04-30,86.9851,87.8400,83.5900,84.7200,319011
2018-03-29,90.1700,90.4300,81.2900,88.9100,374419
2018-02-28,102.5800,102.9700,89.1900,90.3450,248028
2018-01-31,96.8500,107.1300,96.8500,102.4150,233057
2017-12-29,95.0200,98.6800,91.4300,98.6800,178588
2017-11-30,93.5000,95.7800,84.9100,95.7040,196061
2017-10-31,90.6600,94.0500,88.1000,94.0300,275737
2017-09-29,88.4700,91.7000,85.3900,91.0000,175948
2017-08-31,88.5200,93.8100,85.4400,87.0200,189595
2017-07-31,83.4100,87.5800,83.4100,87.5400,124814
2017-06-30,81.0300,87.7200,80.2500,84.4700,265234
2017-05-31,78.4700,80.0300,73.0000,79.3600,192021
2017-04-28,75.6000,79.5500,74.0000,78.5900,157436
2017-03-31,81.2800,81.9200,75.2500,75.3500,175498
2017-02-28,80.2600,83.4800,78.6100,79.5600,152035
2017-01-31,71.4800,80.9100,71.4800,79.3000,305531
2016-12-30,78.2650,78.7900,70.2400,71.1000,354695
2016-11-30,80.4800,80.5400,74.8300,77.4100,335893
2016-10-31,75.1400,80.7300,73.4900,80.7300,172920
2016-09-30,73.7300,77.5600,69.9890,75.7000,513873
2016-08-31,72.9800,74.2100,68.0200,73.1000,269083
2016-07-29,67.4260,72.9600,63.5400,72.8650,340861
2016-06-30,72.6700,73.2400,62.8000,66.6300,446554
2016-05-31,75.7650,78.6100,72.7600,73.1800,1445157
2016-04-29,65.1200,79.9400,60.8500,73.7800,318248
2016-03-31,65.0600,71.2800,65.0000,68.3500,193026
2016-02-29,73.8400,74.5000,58.9900,63.7600,195279
2016-01-29,76.2500,77.4800,66.1600,73.6000,215139
2015-12-31,86.2000,86.3000,77.3400,77.3850,185880
2015-11-30,75.7500,84.7450,75.7500,83.3500,132848
2015-10-30,68.5000,79.0000,67.1300,77.4900,157918
2015-09-30,75.4900,79.6000,66.9000,68.9500,210198
2015-08-31,83.3700,85.3100,71.9100,78.2350,123246
2015-07-31,81.6950,88.2100,80.1300,85.6000,150186
2015-06-30,83.1950,83.4200,77.1900,79.5900,418552
2015-05-29,79.3100,82.9900,76.8000,82.9200,367894
2015-04-30,79.6800,83.7300,77.6700,77.8500,121377
2015-03-31,80.1280,84.1500,79.0700,79.1400,347034
2015-02-27,74.2100,81.6400,72.4800,81.0300,239360
2015-01-30,72.4500,76.2900,69.3200,74.1650,723354
2014-12-31,77.8200,80.3800,72.3000,72.4600,333682
2014-11-28,77.0250,80.6900,74.2100,77.9900,313103
2014-10-31,77.0700,80.3800,68.6100,80.3800,1772245
2014-09-30,74.0100,79.2100,71.6800,78.7000,483639
2014-08-29,66.4000,71.6000,63.7000,71.6000,387955
2014-07-31,71.2500,71.5680,66.4900,66.5300,556493
2014-06-30,69.5500,72.0500,67.9000,71.0550,418776
2014-05-30,65.1250,69.4000,63.6100,68.4000,311982
2014-04-30,66.8300,69.1000,62.9500,63.9800,336065
2014-03-31,69.6600,70.5000,63.5100,66.4100,484868
2014-02-28,74.2600,76.4200,68.6700,70.4700,345171
2014-01-31,83.3500,87.1500,75.7700,76.6000,378599
2013-12-31,84.1000,84.5100,79.6400,83.6000,423180
2013-11-29,74.3800,86.1600,74.3800,85.7900,401714
2013-10-31,72.9500,76.4000,71.6700,73.9900,301712
2013-09-30,70.9500,79.0300,70.4700,72.8000,344857
2013-08-30,74.0500,77.6700,67.6600,67.8870,1988653
